timestamp,no2,station
2019-02-09 14:00:00+00:00,21,VKTU
2019-02-09 14:00:00+00:00,5,RODE
2019-02-09 15:00:00+00:00,25,VKTU
2019-02-09 15:00:00+00:00,5,RODE
2019-02-09 15:00:00+00:00,39,VKCL
2019-02-09 15:00:00+00:00,5,CHOR
2019-02-09 16:00:00+00:00,49,VKCL
2019-02-09 16:00:00+00:00,5,CHOR
2019-02-09 16:00:00+00:00,29,VKTU
2019-02-09 16:00:00+00:00,5,RODE
2019-02-09 17:00:00+00:00,33,VKTU
2019-02-09 17:00:00+00:00,5,RODE
2019-02-09 17:00:00+00:00,57,VKCL
2019-02-09 17:00:00+00:00,5,CHOR
2019-02-09 18:00:00+00:00,44,VKCL
2019-02-09 18:00:00+00:00,5,CHOR
2019-02-09 18:00:00+00:00,5,RODE
2019-02-09 19:00:00+00:00,5,CHOR
2019-02-09 19:00:00+00:00,5,RODE
2019-02-09 19:00:00+00:00,34,VKCL
2019-02-09 19:00:00+00:00,33,VKTU
2019-02-09 20:00:00+00:00,24,VKCL
2019-02-09 20:00:00+00:00,22,VKTU
2019-02-09 20:00:00+00:00,15,CHOR
2019-02-09 20:00:00+00:00,5,RODE
2019-02-09 21:00:00+00:00,13,CHOR
2019-02-09 21:00:00+00:00,16,RODE
2019-02-09 21:00:00+00:00,29,VKCL
2019-02-09 21:00:00+00:00,29,VKTU
2019-02-10 00:00:00+00:00,5,RODE
2019-02-10 00:00:00+00:00,5,CHOR
2019-02-10 00:00:00+00:00,34,VKTU
2019-02-10 01:00:00+00:00,10,RODE
2019-02-10 01:00:00+00:00,14,CHOR
2019-02-10 01:00:00+00:00,35,VKTU
2019-02-10 01:00:00+00:00,14,VKCL
2019-02-10 02:00:00+00:00,5,RODE
2019-02-10 02:00:00+00:00,12,CHOR
2019-02-10 02:00:00+00:00,27,VKTU
2019-02-10 02:00:00+00:00,11,VKCL
2019-02-10 03:00:00+00:00,19,VKTU
2019-02-10 03:00:00+00:00,11,VKCL
2019-02-10 03:00:00+00:00,5,RODE
2019-02-10 03:00:00+00:00,12,CHOR
2019-02-10 04:00:00+00:00,16,VKTU
2019-02-10 04:00:00+00:00,12,CHOR
2019-02-10 04:00:00+00:00,14,VKCL
2019-02-10 05:00:00+00:00,14,CHOR
2019-02-10 05:00:00+00:00,14,VKCL
2019-02-10 05:00:00+00:00,5,RODE
2019-02-10 05:00:00+00:00,24,VKTU
2019-02-10 06:00:00+00:00,12,RODE
2019-02-10 06:00:00+00:00,21,VKTU
2019-02-10 06:00:00+00:00,10,CHOR
2019-02-10 06:00:00+00:00,15,VKCL
2019-02-10 07:00:00+00:00,5,CHOR
2019-02-10 07:00:00+00:00,12,VKCL
2019-02-10 07:00:00+00:00,12,RODE
2019-02-10 07:00:00+00:00,14,VKTU
2019-02-10 08:00:00+00:00,12,RODE
2019-02-10 08:00:00+00:00,16,VKTU
2019-02-10 08:00:00+00:00,5,CHOR
2019-02-10 08:00:00+00:00,12,VKCL
2019-02-10 09:00:00+00:00,5,CHOR
2019-02-10 09:00:00+00:00,17,VKCL
2019-02-10 09:00:00+00:00,10,RODE
2019-02-10 09:00:00+00:00,17,VKTU
2019-02-10 10:00:00+00:00,5,RODE
2019-02-10 10:00:00+00:00,20,VKTU
2019-02-10 10:00:00+00:00,5,CHOR
2019-02-10 10:00:00+00:00,19,VKCL
2019-02-10 11:00:00+00:00,5,CHOR
2019-02-10 11:00:00+00:00,34,VKCL
2019-02-10 11:00:00+00:00,5,RODE
2019-02-10 11:00:00+00:00,25,VKTU
2019-02-10 12:00:00+00:00,19,RODE
2019-02-10 12:00:00+00:00,28,VKTU
2019-02-10 12:00:00+00:00,5,CHOR
2019-02-10 12:00:00+00:00,31,VKCL
2019-02-10 13:00:00+00:00,5,CHOR
2019-02-10 13:00:00+00:00,41,VKCL
2019-02-10 13:00:00+00:00,13,RODE
2019-02-10 13:00:00+00:00,31,VKTU
2019-02-10 14:00:00+00:00,16,RODE
2019-02-10 14:00:00+00:00,23,VKTU
2019-02-10 14:00:00+00:00,5,CHOR
2019-02-10 14:00:00+00:00,36,VKCL
2019-02-10 15:00:00+00:00,5,CHOR
2019-02-10 15:00:00+00:00,37,VKCL
2019-02-10 15:00:00+00:00,11,RODE
2019-02-10 15:00:00+00:00,26,VKTU
2019-02-10 16:00:00+00:00,13,RODE
2019-02-10 16:00:00+00:00,31,VKTU
2019-02-10 16:00:00+00:00,5,CHOR
2019-02-10 16:00:00+00:00,37,VKCL
2019-02-10 17:00:00+00:00,5,CHOR
2019-02-10 17:00:00+00:00,33,VKCL
2019-02-10 17:00:00+00:00,13,RODE
2019-02-10 17:00:00+00:00,29,VKTU
2019-02-10 18:00:00+00:00,20,RODE
2019-02-10 18:00:00+00:00,22,VKTU
2019-02-10 18:00:00+00:00,15,CHOR
2019-02-10 18:00:00+00:00,29,VKCL
2019-02-10 19:00:00+00:00,12,CHOR
2019-02-10 19:00:00+00:00,23,VKCL
2019-02-10 19:00:00+00:00,15,RODE
2019-02-10 20:00:00+00:00,15,VKCL
2019-02-10 20:00:00+00:00,5,RODE
2019-02-10 20:00:00+00:00,5,CHOR
2019-02-10 20:00:00+00:00,13,VKTU
2019-02-10 21:00:00+00:00,5,CHOR
2019-02-10 21:00:00+00:00,11,VKTU
2019-02-10 21:00:00+00:00,16,VKCL
2019-02-10 21:00:00+00:00,5,RODE
2019-02-11 00:00:00+00:00,5,CHOR
2019-02-11 00:00:00+00:00,12,VKTU
2019-02-11 00:00:00+00:00,5,RODE
2019-02-11 00:00:00+00:00,5,VKCL
2019-02-11 01:00:00+00:00,5,RODE
2019-02-11 01:00:00+00:00,5,CHOR
2019-02-11 01:00:00+00:00,5,VKTU
2019-02-11 01:00:00+00:00,5,VKCL
2019-02-11 02:00:00+00:00,5,RODE
2019-02-11 02:00:00+00:00,5,CHOR
2019-02-11 02:00:00+00:00,16,VKTU
2019-02-11 02:00:00+00:00,15,VKCL
2019-02-11 03:00:00+00:00,18,VKTU
2019-02-11 03:00:00+00:00,23,VKCL
2019-02-11 03:00:00+00:00,5,RODE
2019-02-11 03:00:00+00:00,5,CHOR
2019-02-11 04:00:00+00:00,21,RODE
2019-02-11 04:00:00+00:00,5,CHOR
2019-02-11 04:00:00+00:00,20,VKTU
2019-02-11 04:00:00+00:00,26,VKCL
2019-02-11 05:00:00+00:00,35,VKTU
2019-02-11 05:00:00+00:00,52,VKCL
2019-02-11 05:00:00+00:00,16,CHOR
2019-02-11 06:00:00+00:00,62,VKCL
2019-02-11 06:00:00+00:00,21,CHOR
2019-02-11 06:00:00+00:00,42,VKTU
2019-02-11 06:00:00+00:00,48,RODE
2019-02-11 07:00:00+00:00,43,VKTU
2019-02-11 07:00:00+00:00,44,RODE
2019-02-11 07:00:00+00:00,66,VKCL
2019-02-11 07:00:00+00:00,19,CHOR
2019-02-11 08:00:00+00:00,61,VKCL
2019-02-11 08:00:00+00:00,23,CHOR
2019-02-11 08:00:00+00:00,44,VKTU
2019-02-11 08:00:00+00:00,36,RODE
2019-02-11 09:00:00+00:00,46,VKTU
2019-02-11 09:00:00+00:00,30,RODE
2019-02-11 09:00:00+00:00,54,VKCL
2019-02-11 09:00:00+00:00,23,CHOR
2019-02-11 10:00:00+00:00,53,VKCL
2019-02-11 10:00:00+00:00,15,CHOR
2019-02-11 10:00:00+00:00,42,VKTU
2019-02-11 10:00:00+00:00,27,RODE
2019-02-11 11:00:00+00:00,42,VKTU
2019-02-11 11:00:00+00:00,27,RODE
2019-02-11 11:00:00+00:00,53,VKCL
2019-02-11 11:00:00+00:00,16,CHOR
2019-02-11 13:00:00+00:00,32,RODE
2019-02-11 13:00:00+00:00,20,CHOR
2019-02-11 14:00:00+00:00,33,RODE
2019-02-11 14:00:00+00:00,14,CHOR
2019-02-11 14:00:00+00:00,64,VKCL
2019-02-11 14:00:00+00:00,38,VKTU
2019-02-11 15:00:00+00:00,68,VKCL
2019-02-11 15:00:00+00:00,35,VKTU
2019-02-11 15:00:00+00:00,35,RODE
2019-02-11 15:00:00+00:00,14,CHOR
2019-02-11 16:00:00+00:00,51,RODE
2019-02-11 16:00:00+00:00,22,CHOR
2019-02-11 16:00:00+00:00,73,VKCL
2019-02-11 16:00:00+00:00,49,VKTU
2019-02-11 17:00:00+00:00,72,VKCL
2019-02-11 17:00:00+00:00,50,VKTU
2019-02-11 17:00:00+00:00,49,RODE
2019-02-11 17:00:00+00:00,22,CHOR
2019-02-11 18:00:00+00:00,44,RODE
2019-02-11 18:00:00+00:00,22,CHOR
2019-02-11 18:00:00+00:00,56,VKCL
2019-02-11 18:00:00+00:00,52,VKTU
2019-02-11 19:00:00+00:00,51,VKCL
2019-02-11 19:00:00+00:00,56,VKTU
2019-02-11 19:00:00+00:00,51,RODE
2019-02-11 19:00:00+00:00,30,CHOR
2019-02-11 20:00:00+00:00,58,RODE
2019-02-11 20:00:00+00:00,42,CHOR
2019-02-11 20:00:00+00:00,66,VKCL
2019-02-11 21:00:00+00:00,28,CHOR
2019-02-11 21:00:00+00:00,56,VKCL
2019-02-11 21:00:00+00:00,63,RODE
2019-02-11 21:00:00+00:00,47,VKTU
2019-02-12 00:00:00+00:00,46,RODE
2019-02-12 00:00:00+00:00,21,CHOR
2019-02-12 00:00:00+00:00,33,VKTU
2019-02-12 00:00:00+00:00,40,VKCL
2019-02-12 01:00:00+00:00,31,RODE
2019-02-12 01:00:00+00:00,20,CHOR
2019-02-12 01:00:00+00:00,32,VKTU
2019-02-12 01:00:00+00:00,31,VKCL
2019-02-12 02:00:00+00:00,28,RODE
2019-02-12 02:00:00+00:00,18,CHOR
2019-02-12 02:00:00+00:00,28,VKTU
2019-02-12 02:00:00+00:00,29,VKCL
2019-02-12 03:00:00+00:00,29,VKTU
2019-02-12 03:00:00+00:00,42,VKCL
2019-02-12 03:00:00+00:00,32,RODE
2019-02-12 03:00:00+00:00,20,CHOR
2019-02-12 04:00:00+00:00,42,RODE
2019-02-12 04:00:00+00:00,30,CHOR
2019-02-12 04:00:00+00:00,44,VKTU
2019-02-12 04:00:00+00:00,54,VKCL
2019-02-12 05:00:00+00:00,55,VKTU
2019-02-12 05:00:00+00:00,80,VKCL
2019-02-12 05:00:00+00:00,49,RODE
2019-02-12 05:00:00+00:00,44,CHOR
2019-02-12 06:00:00+00:00,64,VKTU
2019-02-12 06:00:00+00:00,43,CHOR
2019-02-12 06:00:00+00:00,77,VKCL
2019-02-12 07:00:00+00:00,52,CHOR
2019-02-12 07:00:00+00:00,92,VKCL
2019-02-12 07:00:00+00:00,55,RODE
2019-02-12 07:00:00+00:00,65,VKTU
2019-02-12 08:00:00+00:00,39,CHOR
2019-02-12 08:00:00+00:00,62,VKTU
2019-02-12 08:00:00+00:00,79,VKCL
2019-02-12 09:00:00+00:00,61,VKTU
2019-02-12 09:00:00+00:00,82,VKCL
2019-02-12 09:00:00+00:00,33,CHOR
2019-02-12 10:00:00+00:00,65,VKCL
2019-02-12 10:00:00+00:00,25,CHOR
2019-02-12 10:00:00+00:00,56,VKTU
2019-02-12 11:00:00+00:00,22,CHOR
2019-02-12 11:00:00+00:00,53,VKTU
2019-02-12 11:00:00+00:00,64,VKCL
2019-02-12 11:00:00+00:00,32,RODE
2019-02-12 12:00:00+00:00,74,VKCL
2019-02-12 12:00:00+00:00,34,RODE
2019-02-12 12:00:00+00:00,29,CHOR
2019-02-12 12:00:00+00:00,55,VKTU
2019-02-12 13:00:00+00:00,29,CHOR
2019-02-12 13:00:00+00:00,46,VKTU
2019-02-12 13:00:00+00:00,66,VKCL
2019-02-12 13:00:00+00:00,38,RODE
2019-02-12 14:00:00+00:00,64,VKCL
2019-02-12 14:00:00+00:00,37,RODE
2019-02-12 14:00:00+00:00,24,CHOR
2019-02-12 14:00:00+00:00,51,VKTU
2019-02-12 15:00:00+00:00,21,CHOR
2019-02-12 15:00:00+00:00,49,VKTU
2019-02-12 15:00:00+00:00,66,VKCL
2019-02-12 15:00:00+00:00,49,RODE
2019-02-12 16:00:00+00:00,76,VKCL
2019-02-12 16:00:00+00:00,61,RODE
2019-02-12 16:00:00+00:00,31,CHOR
2019-02-12 16:00:00+00:00,63,VKTU
2019-02-12 17:00:00+00:00,42,CHOR
2019-02-12 17:00:00+00:00,72,VKTU
2019-02-12 17:00:00+00:00,88,VKCL
2019-02-12 17:00:00+00:00,57,RODE
2019-02-12 18:00:00+00:00,89,VKCL
2019-02-12 18:00:00+00:00,53,RODE
2019-02-12 18:00:00+00:00,56,CHOR
2019-02-12 18:00:00+00:00,61,VKTU
2019-02-12 19:00:00+00:00,62,CHOR
2019-02-12 19:00:00+00:00,59,VKTU
2019-02-12 19:00:00+00:00,78,VKCL
2019-02-12 19:00:00+00:00,50,RODE
2019-02-12 20:00:00+00:00,78,VKCL
2019-02-12 20:00:00+00:00,45,RODE
2019-02-12 20:00:00+00:00,52,CHOR
2019-02-12 20:00:00+00:00,56,VKTU
2019-02-12 21:00:00+00:00,46,CHOR
2019-02-12 21:00:00+00:00,67,VKCL
2019-02-12 21:00:00+00:00,39,RODE
2019-02-13 00:00:00+00:00,34,RODE
2019-02-13 00:00:00+00:00,42,CHOR
2019-02-13 00:00:00+00:00,47,VKTU
2019-02-13 00:00:00+00:00,54,VKCL
2019-02-13 01:00:00+00:00,34,RODE
2019-02-13 01:00:00+00:00,42,CHOR
2019-02-13 01:00:00+00:00,43,VKTU
2019-02-13 01:00:00+00:00,52,VKCL
2019-02-13 02:00:00+00:00,34,RODE
2019-02-13 02:00:00+00:00,47,CHOR
2019-02-13 02:00:00+00:00,45,VKTU
2019-02-13 02:00:00+00:00,49,VKCL
2019-02-13 03:00:00+00:00,46,VKTU
2019-02-13 03:00:00+00:00,50,VKCL
2019-02-13 03:00:00+00:00,31,RODE
2019-02-13 03:00:00+00:00,45,CHOR
2019-02-13 04:00:00+00:00,35,RODE
2019-02-13 04:00:00+00:00,43,CHOR
2019-02-13 04:00:00+00:00,43,VKTU
2019-02-13 04:00:00+00:00,50,VKCL
2019-02-13 05:00:00+00:00,43,VKTU
2019-02-13 05:00:00+00:00,56,VKCL
2019-02-13 05:00:00+00:00,36,RODE
2019-02-13 05:00:00+00:00,49,CHOR
2019-02-13 06:00:00+00:00,37,RODE
2019-02-13 06:00:00+00:00,50,CHOR
2019-02-13 06:00:00+00:00,44,VKTU
2019-02-13 06:00:00+00:00,59,VKCL
2019-02-13 07:00:00+00:00,43,VKTU
2019-02-13 07:00:00+00:00,34,RODE
2019-02-13 07:00:00+00:00,49,CHOR
2019-02-13 08:00:00+00:00,31,RODE
2019-02-13 08:00:00+00:00,48,CHOR
2019-02-13 08:00:00+00:00,43,VKTU
2019-02-13 09:00:00+00:00,47,CHOR
2019-02-13 09:00:00+00:00,40,VKTU
2019-02-13 09:00:00+00:00,29,RODE
2019-02-13 10:00:00+00:00,45,CHOR
2019-02-13 10:00:00+00:00,23,RODE
2019-02-13 10:00:00+00:00,48,VKCL
2019-02-13 11:00:00+00:00,47,CHOR
2019-02-13 11:00:00+00:00,46,VKCL
2019-02-13 12:00:00+00:00,39,CHOR
2019-02-13 12:00:00+00:00,52,VKCL
2019-02-13 12:00:00+00:00,22,RODE
2019-02-13 13:00:00+00:00,62,VKCL
2019-02-13 13:00:00+00:00,27,RODE
2019-02-13 13:00:00+00:00,35,CHOR
2019-02-13 13:00:00+00:00,42,VKTU
2019-02-13 14:00:00+00:00,43,CHOR
2019-02-13 14:00:00+00:00,45,VKTU
2019-02-13 14:00:00+00:00,62,VKCL
2019-02-13 14:00:00+00:00,32,RODE
2019-02-13 15:00:00+00:00,71,VKCL
2019-02-13 15:00:00+00:00,32,RODE
2019-02-13 15:00:00+00:00,50,CHOR
2019-02-13 15:00:00+00:00,53,VKTU
2019-02-13 16:00:00+00:00,63,CHOR
2019-02-13 16:00:00+00:00,60,VKTU
2019-02-13 16:00:00+00:00,84,VKCL
2019-02-13 16:00:00+00:00,44,RODE
2019-02-13 17:00:00+00:00,81,VKCL
2019-02-13 17:00:00+00:00,55,RODE
2019-02-13 17:00:00+00:00,69,CHOR
2019-02-13 17:00:00+00:00,64,VKTU
2019-02-13 18:00:00+00:00,67,CHOR
2019-02-13 18:00:00+00:00,64,VKTU
2019-02-13 18:00:00+00:00,81,VKCL
2019-02-13 18:00:00+00:00,57,RODE
2019-02-13 19:00:00+00:00,77,VKCL
2019-02-13 19:00:00+00:00,59,RODE
2019-02-13 19:00:00+00:00,63,CHOR
2019-02-13 19:00:00+00:00,62,VKTU
2019-02-13 20:00:00+00:00,60,CHOR
2019-02-13 20:00:00+00:00,60,VKTU
2019-02-13 20:00:00+00:00,65,VKCL
2019-02-13 20:00:00+00:00,56,RODE
2019-02-13 21:00:00+00:00,65,VKCL
2019-02-13 21:00:00+00:00,55,RODE
2019-02-13 21:00:00+00:00,58,CHOR
2019-02-13 21:00:00+00:00,58,VKTU
2019-02-14 00:00:00+00:00,43,RODE
2019-02-14 00:00:00+00:00,53,CHOR
2019-02-14 00:00:00+00:00,52,VKCL
2019-02-14 00:00:00+00:00,49,VKTU
2019-02-14 01:00:00+00:00,42,RODE
2019-02-14 01:00:00+00:00,51,CHOR
2019-02-14 01:00:00+00:00,46,VKTU
2019-02-14 01:00:00+00:00,47,VKCL
2019-02-14 02:00:00+00:00,37,RODE
2019-02-14 02:00:00+00:00,47,CHOR
2019-02-14 02:00:00+00:00,48,VKTU
2019-02-14 02:00:00+00:00,45,VKCL
2019-02-14 03:00:00+00:00,42,VKTU
2019-02-14 03:00:00+00:00,47,VKCL
2019-02-14 03:00:00+00:00,35,RODE
2019-02-14 03:00:00+00:00,46,CHOR
2019-02-14 04:00:00+00:00,33,RODE
2019-02-14 04:00:00+00:00,49,CHOR
2019-02-14 04:00:00+00:00,44,VKTU
2019-02-14 04:00:00+00:00,53,VKCL
2019-02-14 05:00:00+00:00,46,VKTU
2019-02-14 05:00:00+00:00,60,VKCL
2019-02-14 05:00:00+00:00,35,RODE
2019-02-14 05:00:00+00:00,51,CHOR
2019-02-14 06:00:00+00:00,36,RODE
2019-02-14 06:00:00+00:00,50,CHOR
2019-02-14 06:00:00+00:00,44,VKTU
2019-02-14 06:00:00+00:00,60,VKCL
2019-02-14 07:00:00+00:00,47,VKTU
2019-02-14 07:00:00+00:00,67,VKCL
2019-02-14 07:00:00+00:00,38,RODE
2019-02-14 07:00:00+00:00,51,CHOR
2019-02-14 08:00:00+00:00,37,RODE
2019-02-14 08:00:00+00:00,41,VKTU
2019-02-14 08:00:00+00:00,49,VKCL
2019-02-14 09:00:00+00:00,42,VKTU
2019-02-14 09:00:00+00:00,50,VKCL
2019-02-14 09:00:00+00:00,33,RODE
2019-02-14 10:00:00+00:00,41,VKTU
2019-02-14 10:00:00+00:00,32,RODE
2019-02-14 11:00:00+00:00,40,VKTU
2019-02-14 11:00:00+00:00,32,RODE
2019-02-14 11:00:00+00:00,63,VKCL
2019-02-14 12:00:00+00:00,43,VKTU
2019-02-14 12:00:00+00:00,61,VKCL
2019-02-14 13:00:00+00:00,41,RODE
2019-02-14 13:00:00+00:00,85,VKCL
2019-02-14 14:00:00+00:00,35,RODE
2019-02-14 14:00:00+00:00,91,VKCL
2019-02-14 14:00:00+00:00,63,VKTU
2019-02-14 15:00:00+00:00,119,VKCL
2019-02-14 15:00:00+00:00,69,VKTU
2019-02-14 15:00:00+00:00,36,RODE
2019-02-14 16:00:00+00:00,71,VKTU
2019-02-14 16:00:00+00:00,44,RODE
2019-02-14 16:00:00+00:00,123,VKCL
2019-02-14 17:00:00+00:00,58,RODE
2019-02-14 17:00:00+00:00,104,VKCL
2019-02-14 17:00:00+00:00,79,VKTU
2019-02-14 18:00:00+00:00,102,VKCL
2019-02-14 18:00:00+00:00,80,VKTU
2019-02-14 18:00:00+00:00,65,RODE
2019-02-14 19:00:00+00:00,73,VKTU
2019-02-14 19:00:00+00:00,60,RODE
2019-02-14 19:00:00+00:00,87,VKCL
2019-02-14 20:00:00+00:00,56,RODE
2019-02-14 20:00:00+00:00,75,VKCL
2019-02-14 20:00:00+00:00,69,VKTU
2019-02-14 21:00:00+00:00,75,VKCL
2019-02-14 21:00:00+00:00,67,VKTU
2019-02-14 21:00:00+00:00,61,RODE
2019-02-15 00:00:00+00:00,44,VKCL
2019-02-15 00:00:00+00:00,56,RODE
2019-02-15 00:00:00+00:00,63,VKTU
2019-02-15 01:00:00+00:00,39,VKCL
2019-02-15 01:00:00+00:00,56,RODE
2019-02-15 01:00:00+00:00,51,VKTU
2019-02-15 02:00:00+00:00,39,VKCL
2019-02-15 02:00:00+00:00,50,RODE
2019-02-15 02:00:00+00:00,60,VKTU
2019-02-15 03:00:00+00:00,49,RODE
2019-02-15 03:00:00+00:00,62,VKTU
2019-02-15 03:00:00+00:00,49,VKCL
2019-02-15 04:00:00+00:00,59,VKTU
2019-02-15 04:00:00+00:00,66,VKCL
2019-02-15 04:00:00+00:00,48,RODE
2019-02-15 05:00:00+00:00,72,VKCL
2019-02-15 05:00:00+00:00,51,RODE
2019-02-15 05:00:00+00:00,60,VKTU
2019-02-15 06:00:00+00:00,55,RODE
2019-02-15 06:00:00+00:00,64,VKTU
2019-02-15 06:00:00+00:00,75,VKCL
2019-02-15 07:00:00+00:00,66,VKTU
2019-02-15 07:00:00+00:00,68,VKCL
2019-02-15 07:00:00+00:00,52,RODE
2019-02-15 08:00:00+00:00,59,VKCL
2019-02-15 08:00:00+00:00,40,RODE
2019-02-15 08:00:00+00:00,57,VKTU
2019-02-15 08:00:00+00:00,50,CHOR
2019-02-15 09:00:00+00:00,41,VKTU
2019-02-15 09:00:00+00:00,38,CHOR
2019-02-15 09:00:00+00:00,65,VKCL
2019-02-15 09:00:00+00:00,32,RODE
2019-02-15 10:00:00+00:00,73,VKCL
2019-02-15 10:00:00+00:00,29,RODE
2019-02-15 10:00:00+00:00,39,VKTU
2019-02-15 10:00:00+00:00,33,CHOR
2019-02-15 11:00:00+00:00,33,VKTU
2019-02-15 11:00:00+00:00,28,CHOR
2019-02-15 11:00:00+00:00,28,RODE
2019-02-15 12:00:00+00:00,30,CHOR
2019-02-15 12:00:00+00:00,23,RODE
2019-02-15 12:00:00+00:00,35,VKTU
2019-02-15 12:00:00+00:00,41,VKCL
2019-02-15 13:00:00+00:00,34,VKTU
2019-02-15 13:00:00+00:00,39,VKCL
2019-02-15 13:00:00+00:00,29,CHOR
2019-02-15 14:00:00+00:00,42,VKCL
2019-02-15 14:00:00+00:00,27,CHOR
2019-02-15 14:00:00+00:00,22,RODE
2019-02-15 15:00:00+00:00,30,CHOR
2019-02-15 15:00:00+00:00,25,RODE
2019-02-15 15:00:00+00:00,46,VKTU
2019-02-15 15:00:00+00:00,76,VKCL
2019-02-15 16:00:00+00:00,62,VKTU
2019-02-15 16:00:00+00:00,105,VKCL
2019-02-15 16:00:00+00:00,42,CHOR
2019-02-15 16:00:00+00:00,40,RODE
2019-02-15 17:00:00+00:00,57,CHOR
2019-02-15 17:00:00+00:00,50,RODE
2019-02-15 17:00:00+00:00,67,VKTU
2019-02-15 17:00:00+00:00,100,VKCL
2019-02-15 18:00:00+00:00,57,VKTU
2019-02-15 18:00:00+00:00,91,VKCL
2019-02-15 18:00:00+00:00,48,CHOR
2019-02-15 18:00:00+00:00,50,RODE
2019-02-15 19:00:00+00:00,47,CHOR
2019-02-15 19:00:00+00:00,51,RODE
2019-02-15 19:00:00+00:00,60,VKTU
2019-02-15 19:00:00+00:00,77,VKCL
2019-02-15 20:00:00+00:00,64,VKTU
2019-02-15 20:00:00+00:00,83,VKCL
2019-02-15 20:00:00+00:00,58,CHOR
2019-02-15 20:00:00+00:00,52,RODE
2019-02-15 21:00:00+00:00,56,CHOR
2019-02-15 21:00:00+00:00,48,RODE
2019-02-15 21:00:00+00:00,62,VKTU
2019-02-15 21:00:00+00:00,69,VKCL
2019-02-16 00:00:00+00:00,49,RODE
2019-02-16 00:00:00+00:00,47,CHOR
2019-02-16 00:00:00+00:00,65,VKTU
2019-02-16 00:00:00+00:00,53,VKCL
2019-02-16 01:00:00+00:00,42,RODE
2019-02-16 01:00:00+00:00,49,CHOR
2019-02-16 01:00:00+00:00,57,VKTU
2019-02-16 01:00:00+00:00,51,VKCL
2019-02-16 02:00:00+00:00,40,RODE
2019-02-16 02:00:00+00:00,48,CHOR
2019-02-16 02:00:00+00:00,56,VKTU
2019-02-16 02:00:00+00:00,53,VKCL
2019-02-16 03:00:00+00:00,56,VKTU
2019-02-16 03:00:00+00:00,57,VKCL
2019-02-16 03:00:00+00:00,44,RODE
2019-02-16 03:00:00+00:00,47,CHOR
2019-02-16 04:00:00+00:00,42,RODE
2019-02-16 04:00:00+00:00,51,CHOR
2019-02-16 04:00:00+00:00,55,VKTU
2019-02-16 04:00:00+00:00,58,VKCL
2019-02-16 05:00:00+00:00,57,VKTU
2019-02-16 05:00:00+00:00,57,VKCL
2019-02-16 05:00:00+00:00,46,RODE
2019-02-16 05:00:00+00:00,55,CHOR
2019-02-16 06:00:00+00:00,48,RODE
2019-02-16 06:00:00+00:00,55,CHOR
2019-02-16 06:00:00+00:00,57,VKTU
2019-02-16 06:00:00+00:00,59,VKCL
2019-02-16 07:00:00+00:00,53,VKTU
2019-02-16 07:00:00+00:00,56,VKCL
2019-02-16 07:00:00+00:00,42,RODE
2019-02-16 07:00:00+00:00,49,CHOR
2019-02-16 08:00:00+00:00,35,RODE
2019-02-16 08:00:00+00:00,46,VKTU
2019-02-16 08:00:00+00:00,56,VKCL
2019-02-16 09:00:00+00:00,40,VKTU
2019-02-16 09:00:00+00:00,45,VKCL
2019-02-16 09:00:00+00:00,37,CHOR
2019-02-16 09:00:00+00:00,33,RODE
2019-02-16 10:00:00+00:00,38,CHOR
2019-02-16 10:00:00+00:00,32,RODE
2019-02-16 10:00:00+00:00,41,VKTU
2019-02-16 10:00:00+00:00,55,VKCL
2019-02-16 11:00:00+00:00,41,VKTU
2019-02-16 11:00:00+00:00,58,VKCL
2019-02-16 11:00:00+00:00,41,CHOR
2019-02-16 11:00:00+00:00,32,RODE
2019-02-16 12:00:00+00:00,39,CHOR
2019-02-16 12:00:00+00:00,32,RODE
2019-02-16 12:00:00+00:00,43,VKTU
2019-02-16 13:00:00+00:00,31,RODE
2019-02-16 13:00:00+00:00,48,VKTU
2019-02-16 13:00:00+00:00,43,CHOR
2019-02-16 13:00:00+00:00,79,VKCL
2019-02-16 14:00:00+00:00,42,CHOR
2019-02-16 14:00:00+00:00,86,VKCL
2019-02-16 14:00:00+00:00,62,VKTU
2019-02-16 15:00:00+00:00,101,VKCL
2019-02-16 15:00:00+00:00,43,CHOR
2019-02-16 15:00:00+00:00,45,RODE
2019-02-16 16:00:00+00:00,58,CHOR
2019-02-16 16:00:00+00:00,61,RODE
2019-02-16 16:00:00+00:00,111,VKTU
2019-02-16 16:00:00+00:00,137,VKCL
2019-02-16 17:00:00+00:00,134,VKTU
2019-02-16 17:00:00+00:00,145,VKCL
2019-02-16 17:00:00+00:00,67,CHOR
2019-02-16 17:00:00+00:00,60,RODE
2019-02-16 18:00:00+00:00,69,CHOR
2019-02-16 18:00:00+00:00,112,RODE
2019-02-16 18:00:00+00:00,127,VKTU
2019-02-16 18:00:00+00:00,139,VKCL
2019-02-16 19:00:00+00:00,102,VKTU
2019-02-16 19:00:00+00:00,119,VKCL
2019-02-16 19:00:00+00:00,74,CHOR
2019-02-16 19:00:00+00:00,106,RODE
2019-02-16 20:00:00+00:00,71,CHOR
2019-02-16 20:00:00+00:00,83,RODE
2019-02-16 20:00:00+00:00,81,VKTU
2019-02-16 20:00:00+00:00,101,VKCL
2019-02-16 21:00:00+00:00,74,VKTU
2019-02-16 21:00:00+00:00,88,VKCL
2019-02-16 21:00:00+00:00,81,CHOR
